"統一編號","商業名稱","商業地址","登記狀態"
"15761533","靈犬寶貝寵物店","新北市板橋區華興街74號(1樓)","核准設立"
"15771315","安和寵物用品行","新北市中和區信義街63號","核准設立"
"17037902","原鄉寵物坊","新北市永和區永元路１３號","歇業／撤銷"
"17042089","愛犬寵物用品店","新北市五股區成泰路１段２３7之１１號１樓","核准設立"
"17043974","犬公子寵物美容店","新北市板橋區中山路2段90巷19號","核准設立"
"17045993","來犬吉寵物用品美容店","新北市永和區永貞路２９８號","歇業／撤銷"
"17068307","王冠寵物店","臺中市豐原區陽明里信義街２號一樓","歇業／撤銷"
"17071149","愛美寵物美容用品屋","臺中市大雅區四德里中清路一段３８１號","歇業／撤銷"
"17095803","金目動物店","高雄市鼓山區明誠里明誠３路７１６巷５號","核准設立"
"17099879","愛典寵物店","高雄市前鎮區一心２路２號","核准設立"
"17108785","變色狗寵物店","高雄市左營區頂北里左營大路３２５巷７號","歇業／撤銷"
"17166150","元圓愛犬世界","嘉義縣布袋鎮興中里博愛二街二四號","核准設立"
"17183524","侏羅紀寵物美容名店","臺中市北屯區松竹里崇德路２段４５０號１樓","歇業／撤銷"
"17190166","可麗愛犬美容屋","臺中市北區崇德里崇德路一段516號","核准設立"
"17219678","華億水族館","桃園市桃園區泰山里中山路３６３號１樓","歇業／撤銷"
"17224074","東昇水族館","桃園市桃園區大興里春日路７８８號１樓","歇業／撤銷"
"17224623","愛麗絲寵物精品店","桃園市桃園區長德里中正路７１５號１樓","核准設立"
"17226761","三原色寵物用品店","桃園市龍潭區黃唐里中興路６９３號１樓","歇業／撤銷"
"17226951","凱麗寵物用品店","桃園市大溪區仁武里新興街７號１樓","歇業／撤銷"
"17229697","愛心寵物沙龍","桃園市桃園區大興里春日路１１１９號１樓","核准設立"
"17233881","鴻運寵物用品店","桃園市中壢區仁美里榮民南路２９６巷８號１樓","歇業／撤銷"
"17243121","好狗村寵物店","臺南市玉井區玉田里民生路293號1樓","歇業／撤銷"
"17246680","正龍頑皮世界","臺南市永康區永康里中山北路185號","歇業／撤銷"
"17278850","奧莉薇寵物店","新北市板橋區中山路１段１０１號（１樓）","歇業／撤銷"
"17279099","宏憶寵物精品坊","新北市蘆洲區信義路１８３號","核准設立"
"17279274","宜加寵物生活館","新北市新莊區中正路３８０號","核准設立"
"17285016","林氏水族企業社","新北市土城區金城路３段１７３號（１樓）","歇業／撤銷"
"17285579","蕾蒂狗狗寵物用品店","新北市新莊區幸福路８２７號","歇業／撤銷"
"17288409","晨光寵物用品屋","新北市板橋區國光路２２７號","停業"
"17288597","綺麗愛犬美容院","新北市永和區福和路１９５號１樓","歇業／撤銷"
"17290685","狗媽咪寵物美容屋","新北市新店區安德街７６號１樓","停業"
"17293579","親密伙伴寵物店","新北市金山區金包里街７４號（１樓）","歇業／撤銷"
"17299314","長豪水族館","彰化縣二林鎮北平里二溪路１段１７１號","歇業／撤銷"
"17359086","頑皮家族企業社","高雄市新興區中山１路２００號地下１樓","歇業／撤銷"
"17359261","皇家博美犬莊","高雄市左營區新下里新莊１路１７３號","歇業／撤銷"
"17367972","永信水族館","高雄市三民區灣成里鼎山街２９３號","核准設立"
"17396961","冠美寵物店","高雄市橋頭區仕和里南溝路金福１巷８號１樓","歇業／撤銷"
"17405981","狗妹妹寵物坊","高雄市鳳山區鎮西里五權路２５號１樓（不含停車空間）","核准設立"
"17435248","大台北寵物坊","新北市中和區中山路２段２２７號","核准設立"
"17437463","居家狗寵物店","新北市板橋區館前西路７０號","廢止"
"17437533","庫克愛犬寵物店","新北市中和區員山路３７０之４號１樓","歇業／撤銷"
"17438998","永力合愛犬屋","新北市板橋區長江路２段３１０號","核准設立"
"17448877","惠國商行","新北市板橋區中山路２段２９９號","核准設立"
"17452457","御犬貴族寵物用品店","新北市板橋區文化路２段２２５巷６０弄５３號","歇業／撤銷"
"17470440","禾承企業社","雲林縣虎尾鎮公安里院前街１８號１樓","歇業／撤銷"
"17483395","東京愛犬用品店","桃園市中壢區興國里新生路２８７號１樓","歇業／撤銷"
"17483748","嘟娃寵物用品店","桃園市中壢區光明里新明路１０１號１樓","歇業／撤銷"
"17488595","三美寵物店","桃園市中壢區普義里溪洲三街７６號１樓","歇業／撤銷"
"17488976","愛欣寵物用品店","桃園市蘆竹區錦興里中正路３４７號１樓","歇業／撤銷"
"17488981","松岡寵物企業社","桃園市桃園區東埔里正康一街１５４號１樓","歇業／撤銷"
"17489573","久博鳥店","桃園市龍潭區龍潭里南龍路３６號１樓","核准設立"
"17491825","吉米愛犬坊","桃園市桃園區東埔里正康一街１７６號１樓","歇業／撤銷"
"17493416","東璋商行","桃園市楊梅區金溪里中山北路２段１１１號１樓","核准設立"
"17547503","愛愛寵物店","臺北市萬華區康定路20號1樓","歇業／撤銷"
"17576921","景德鎮台茶貿易商行","臺南市南區明興里新都路511號1樓（僅供辦公室使用）","歇業／撤銷"
"17577604","凱麗愛犬專業美容","臺南市東區路東里大同路2段23號1樓","歇業／撤銷"
"17582590","琴鳥行","臺南市南區開南里新建路41巷1號1樓","停業"
"17593105","三合寵物名店","臺南市中西區天后里西門路2段286號1樓","歇業／撤銷"
"17626350","來旺寵物店","新北市新店區北新路1段123號1樓","核准設立"
"17632851","士林寵物世界坊","新北市泰山區明志路１段１２２巷２７號５樓（現場僅供辦公室使用）","歇業／撤銷"
"17643695","變色狗寵物店","高雄市楠梓區德民路９９７之６號","核准設立"
"17650999","小財神寵物美容百貨","高雄市小港區六苓里漢民路５１１號１樓","歇業／撤銷"
"17670496","旺宏寵物用品店","桃園市桃園區朝陽里民生路３４２號１樓","歇業／撤銷"
"17670714","大菲寵物坊","桃園市桃園區長安里中正路６１９號１樓","歇業／撤銷"
"17680706","變色龍兩棲寵物專售店","桃園市桃園區永安里中正路４１５號１樓","歇業／撤銷"
"17694960","金犬寵物用品社","彰化縣彰化市五權里彰美路1段367號","核准設立"
"17778118","小甜蜜寵物名店","臺中市太平區東平里東平路６３０號１樓","核准設立"
"17779685","偕美寵物名店","臺中市豐原區富春里中正路２７７巷９號","核准設立"
"17808485","怡威寵物用品店","新北市三重區成功路６２號","核准設立"
"17809034","白媽媽愛犬屋","新北市新莊區永寧街２４巷８號","核准設立"
"17809490","甜甜莊寵物坊","新北市永和區民權路５８巷２弄１４號５樓（現場僅供辦公室使用）","歇業／撤銷"
"17810237","全世界水族企業社","新北市永和區自由街５１號１樓","遷他縣市"
"17810237","親龍水族企業社","桃園市蘆竹區長興里南崁路一段284號","核准設立"
"17811117","雅旺犬貓寵物坊","新北市淡水區大忠街６１之４號︵現場僅供辦公室使用︶","歇業／撤銷"
"17812093","聖安寵物店","新北市蘆洲區中華街４２巷２號","歇業／撤銷"
"17815752","佳佳堡寵物坊","新北市新莊區天祥街４７巷２弄３之２號","核准設立"
"17817533","鴻禧名犬屋","新北市板橋區懷德街１２７巷４５之１號","歇業／撤銷"
"17817549","吉妮狗園","新北市板橋區信義路７４巷１弄７之１號","核准設立"
"17818527","跳跳犬貓寵物美容用品店","新北市板橋區懷德街１０５號","歇業／撤銷"
"17824324","冠群寵物坊","新北市新莊區４維路２１２巷４弄４號１樓","核准設立"
"17824801","明豐狗園","新北市深坑區土庫里錦泰３莊２７號","歇業／撤銷"
"17829741","愛筑寵物美容坊","臺南市新化區豐榮里中山路513號1樓","歇業／撤銷"
"17832226","大鈞果子狸專門店","臺南市鹽水區歡雅里歡雅105號","核准設立"
"17833935","磁場寵物","臺南市佳里區海澄里38之5號","核准設立"
"17859940","寵愛寵物店","高雄市新興區民主路６３號","歇業／撤銷"
"17897748","德塔寵物店","桃園市中壢區東興里新興路２５１號１樓","歇業／撤銷"
"17902123","安安寵物店","桃園市中壢區石頭里中山路５１號１樓","核准設立"
"17902290","金品寵物家族名店","桃園市中壢區新街里延平路２３９號１樓","歇業／撤銷"
"17923730","娃娃寵物店","臺東縣臺東市文化里正氣路二九二號一樓","遷他縣市"
"17923730","猫宅院美容工作室","新北市淡水區英專路120號(1樓)","核准設立"
"17975271","卓越寵物美容坊","臺南市南區文華里文南路276號1樓","核准設立"
"17989155","御發寵物店","臺中市北區中正路４１２號一樓","歇業／撤銷"
"17994137","大自然生態水族館","臺中市南屯區大同里東興路二段２８７號一樓","歇業／撤銷"
"17998680","哈多麗寵物店","臺中市北區健行里民權路５３６號一樓","歇業／撤銷"
"18017799","竹圍鳥業社","高雄市岡山區竹圍里大仁北路１２１巷１弄２０號１樓","歇業／撤銷"
"18061555","花東鴿園","花蓮縣吉安鄉南昌村中山路二段六十七號一樓","歇業／撤銷"
"18065383","長元寵物坊","新北市三重區長元街９８巷１０之２號（１樓）","歇業／撤銷"
"18067349","晶華寵物用品商行","新北市永和區中正路１９７號","歇業／撤銷"
"18075241","老夫子犬舍","新北市板橋區莒光路７９巷１２號","歇業／撤銷"
"18075571","狗博士貓森林寵物店","新北市中和區連城路７４號","歇業／撤銷"
"18081757","偉嘉寵物美容用品工作坊","新北市土城區金城路３段２３７之１號１樓","歇業／撤銷"
"18095268","金草本寵物精品店","臺北市大安區基隆路2段110號","核准設立"
"18104219","森林鳥園","臺北市萬華區和平西路3段24號26號","核准設立"
"18106321","摩登寵物","高雄市三民區寶華里九如１路１１８號","核准設立"
"18119698","異形寵物店","高雄市新興區中山１路２號","核准設立"
"18174283","九榮雜糧行","桃園市龍潭區武漢里國聯街八五巷二號一樓","核准設立"
"18264593","雪莉寵物美容店","新北市五股區成泰路4段24之9號","核准設立"
"18265333","飛天狗犬貓美容工作室","新北市板橋區莊敬路88號","核准設立"
"18291368","用心生物商行","嘉義市西區福全里世賢路二段６９號一樓","歇業／撤銷"
"18306524","阿輝鳥店","基隆市信義區禮儀里東明路九九號一樓","歇業／撤銷"
"18367535","世欣寵物家族店","臺中市西屯區永安里西屯路三段宏安巷１之１號１樓","歇業／撤銷"
"18403856","多俐寵物用品坊","臺北市大安區羅斯福路3段79號","核准設立"
"18963879","弘順鳥園寵物店","臺中市西屯區逢甲里西屯路二段２５８之２３號一樓","歇業／撤銷"
"19224233","岳岳企業行","高雄市三民區大昌２路４６９號１樓","歇業／撤銷"
"19386715","珊瑚礁水族館","嘉義市西區福全里友愛路１１９號一樓","歇業／撤銷"
"19389662","史奴比愛犬專業美容屋","嘉義市西區西榮里新榮路１６４之１號一樓","核准設立"
"19391294","上綺愛犬美容","嘉義市西區新富里民族路６６３號一樓","核准設立"
"19422698","真真犬貓美容坊","臺中市西區公正里精誠路１３０之３號一樓","歇業／撤銷"
"19440788","全球水族館","新北市新莊區中正路５１３號","歇業／撤銷"
"19444980","寶盛寵物店","高雄市三民區寶盛里大順３路３０９巷３２號","歇業／撤銷"
"19512847","得意寵物用品店","新北市新店區北新路２段１８７號１樓","核准設立"
"19575223","開口笑寵物精品店","宜蘭縣宜蘭市北門里中山路三段三二一號一樓","核准設立"
"19719896","小貓貓園寵物專賣店","臺南市東區東門里東門路1段191號1樓","核准設立"
"19735185","鄉井水族館","嘉義市西區西平里中興路５５５號一樓","核准設立"
"19747318","智多興貓狗屋","新北市新店區中興路３段２００號","歇業／撤銷"
"19964074","皓皓坊愛犬用品店","桃園市桃園區南埔里永安路５２７之１號１樓","歇業／撤銷"
"19979111","永信水族館","屏東縣屏東市崇蘭里自由路623號","核准設立"
"20160855","燕翬狗店","臺南市安平區石門里安平路576號1樓","核准設立"
"20223704","漂亮寶貝動物用品社","高雄市旗山區東平里延平二路１２１號１樓","核准設立"
"20226842","明興鳥園","高雄市鳳山區瑞竹里中山東路２２９巷１５弄８０號１樓","歇業／撤銷"
"20862764","松山鳥園","臺北市松山區健康路75巷74弄1號1樓","歇業／撤銷"
"21300334","日興盛企業社","高雄市苓雅區建國１路２５７號","廢止"
"21301609","貓澡堂寵物用品店","高雄市新興區復興一路１４０號１樓","歇業／撤銷"
"21301988","永浤寵物生活館","高雄市新興區七賢二路１０４、１０６號１樓","核准設立"
"21313703","旺村寵物精品店","高雄市苓雅區建國１路１３４號","歇業／撤銷"
"21318003","元氣犬家族寵物店","高雄市前金區長興里自立２路１０１號","核准設立"
"21331168","高雄犬舍","高雄市左營區博愛２路６００號１樓","歇業／撤銷"
"21346438","寵物星球生活館","高雄市三民區寶盛里九如１路５１７號","歇業／撤銷"
"21359453","鐵利亞寵物工坊","高雄市苓雅區林森２路９２號","歇業／撤銷"
"21360563","蘿拉寵物精品館","高雄市前鎮區一心２路１９８號１樓","核准設立"
"21365624","狗來富寵物店","高雄市三民區１０美里自立１路２９２號１樓","核准設立"
"21371581","貓樂園店","高雄市三民區同盟２路４１號１樓","歇業／撤銷"
"21390150","狗狗家寵物店","高雄市苓雅區建國１路８４號１樓","歇業／撤銷"
"21392191","東美寵物精品店","高雄市苓雅區林富里光華１路２０５號１樓","核准設立"
"21401348","薾富水族寵物館","臺中市大里區東興里國光路二段５３９號","歇業／撤銷"
"21403845","仙境蟲園館","臺中市大里區東興里益民路２段２８５巷３８號１樓","核准設立"
"21403922","亞比寵物坊","彰化縣彰化市陽明里建國南路２００號１樓","歇業／撤銷"
"21419348","太陽星犬舍","彰化縣埤頭鄉中和村溪林路435號","歇業／撤銷"
"21430195","可愛家國際名犬坊","臺中市太平區坪林里中山路一段２４３巷３號１樓","歇業／撤銷"
"21445401","淘氣狗寵物用品店-文心店","臺中市西屯區何安里文心路３段５５號１樓","歇業／撤銷"
"21451352","喬伊寵物生活館","臺中市東勢區北興里中正路４４８號","歇業／撤銷"
"21452042","熊貓寵物坊","臺中市西屯區上石里西屯路２段２４９之８號１樓","歇業／撤銷"
"21458469","農旺寵愛名犬店","臺中市南屯區向心里向上南路９０６巷１號１樓","歇業／撤銷"
"21461176","貴族寵物坊逢甲店","臺中市西屯區逢甲里文華路７１號","歇業／撤銷"
"21461289","狗狗五四三寵物精品店","臺中市西區公舘里南屯路１段６３號１樓","停業"
"21480005","維宏寵物商行","臺中市太平區宜欣里新平路二段１９２號１樓","歇業／撤銷"
"21489081","君悅寵物坊","苗栗縣苗栗市福麗里１０鄰國華路１１１４號１樓","歇業／撤銷"
"21498722","犬天地寵物美容坊","臺中市北屯區仁和里后庄路１００２號１樓","歇業／撤銷"
"21500728","黃金世界寵物店","新北市板橋區府中路８７號１樓","歇業／撤銷"
"21502731","普羅寵物生活館","新北市板橋區四川路1段174號1樓","核准設立"
"21502747","狗臭屁寵物店","新北市土城區學府路１段７５巷２號","歇業／撤銷"
"21517713","寵物萬歲精品生活館","新北市中和區景平路５５２號１樓","歇業／撤銷"
"21530413","寶寶寵物店","新竹縣竹東鎮三重里中興路一段９２之３號１樓","核准設立"
"21541050","鐶銶保安犬社","新北市三峽區二路１３６巷２０弄１５號１樓","歇業／撤銷"
"21547619","奇多寵物坊","新北市淡水區水源街１段８９號１樓","歇業／撤銷"
"21548271","寶寶寵物美容精品店","桃園市八德區大智里永福西街12號1樓","歇業／撤銷"
"21548413","寵物媽媽寵物美容坊","新北市中和區景平路507號","核准設立"
"21550374","寶護寵物世界","新北市林口區中山路281號","核准設立"
"21552210","豆咪寵物美容精品店","新北市永和區中正路５５９號１樓","歇業／撤銷"
"21556378","皇家寵物精品百貨店","新北市永和區林森路７４號１樓","歇業／撤銷"
"21566066","國王寵物精品店","新北市三重區重新路４段１０１號（１樓）","歇業／撤銷"
"21571928","大自然寵物館","基隆市仁愛區福仁里南榮路３１號１樓","歇業／撤銷"
"21575380","協泉寵物生活舘","新北市永和區安樂路１８８號","歇業／撤銷"
"21580476","蒂兒園寵物精品店","桃園市中壢區石頭里中山路５１號１樓","核准設立"
"21598285","芯園水族工坊","桃園市中壢區忠義里中華路１段５６７號１樓","核准設立"
"21601021","布萊恩寵物店","臺南市中西區天后里民族路2段389號1樓","歇業／撤銷"
"21608360","御犬園寵物百貨店","屏東縣屏東市新生里和生路二段一０六號一樓","廢止"
"21639687","寵藝寵物生活館","臺南市安南區安順里安和路3段243號1樓","廢止"
"21657100","泰迪熊寵物玩家生活館","臺南市東區崇誨里林森路2段214號1樓","歇業／撤銷"
"21660153","憲億商業社","臺南市北區文成里文賢路242巷64號1樓","歇業／撤銷"
"21672088","小貓貓小狗狗寵物生活館","臺南市麻豆區中興里興國路16之5號1樓","歇業／撤銷"
"21689481","成功寵物生活館","臺南市北區振興里長榮路4段223號1樓","核准設立"
"21721671","世界鳥園","臺北市萬華區和平西路3段3之4號1樓","核准設立"
"21811053","哆咭寵物店","臺中市西區後龍里民權路２１１之１號１樓","歇業／撤銷"
"21815229","狗寶貝寵物美容","苗栗縣頭份市民族里中華路９７７號","歇業／撤銷"
"21820341","瘋狗寵物坊","臺中市南屯區大誠里五權西路２段１６３號１樓","核准設立"
"21830621","田園寵物店","雲林縣斗六市鎮西里中間西路七二六號一樓","歇業／撤銷"
"21834083","佳樂寵物店","臺中市西屯區西平里北屯路４０９之４５號１樓","歇業／撤銷"
"21834226","京愛寵物店","臺中市北屯區北京里太原路３段２７５號１樓","核准設立"
"21839496","瑪吉寵物用品美容店","臺中市大里區瑞城里塗城路５７３號","歇業／撤銷"
"21843724","金狗獎寵物名店","臺中市北區健行里民權路５８３號１樓","歇業／撤銷"
"21847209","時尚小雪名犬屋","臺中市東區東信里振興路４３３之２號１樓","核准設立"
"21851195","安奇兒精品寵物生活舘","臺中市北區梅川里漢口路４段２６３號１樓","歇業／撤銷"
"21851224","貓狗大站寶貝店","苗栗縣竹南鎮竹南里民權街５３號","歇業／撤銷"
"21854340","物之坊寵物百貨用品店","臺中市北屯區平和里文心路４段５８３號","歇業／撤銷"
"21868317","育隆名犬屋","臺中市大里區仁德里仁化路８３３號１樓","歇業／撤銷"
"21872473","秀眼莊鳥園","臺中市豐原區北湳里圓環北路２段９８號﹝限一樓﹞","歇業／撤銷"
"21873395","偉仔寵物美容屋","臺中市北區金龍里益華街８０號１樓","歇業／撤銷"
"21883443","寵之愛寵物名店","臺中市北區健行里大雅路２３１之５號１樓","歇業／撤銷"
"21889333","貝吉斯愛犬美容坊","彰化縣員林市惠來里光明街２０３號１樓","歇業／撤銷"
"21895454","銘將商行","臺中市大里區東興里國光路二段５３９號","歇業／撤銷"
"21901316","龍犬莊寵物店","臺南市北區大和里文賢路873號1樓","歇業／撤銷"
"21909035","妮的貓舖子","臺南市東區富裕里裕農路30號1樓","歇業／撤銷"
"21968940","僑美寵物美容量販","高雄市路竹區中山路７８６號１樓","核准設立"
"25202279","永慶美容寵物專賣店","臺中市北區明新里漢口路三段１８０號１樓、２樓","核准設立"
"25208267","唯傑商行","苗栗縣頭份市自強里17鄰中華路1307號","歇業／撤銷"
"25225836","寶幼寵物店","南投縣竹山鎮延和里大義街31號","歇業／撤銷"
"25226125","漂亮寶貝寵物家族生活館","南投縣埔里鎮北梅里信義路243號","核准設立"
"25227399","歐旺絲愛犬美容屋","南投縣草屯鎮山腳里虎山路433號","核准設立"
"25233189","蔡協進訓犬寵物坊","臺中市豐原區民生里田心路一段８９巷７弄４號１樓","歇業／撤銷"
"25234687","天生好狗命寵物坊","臺中市大里區瑞城里向學路１６巷１８號","歇業／撤銷"
"25239901","狗仔隊寵物名店","臺中市大里區瑞城里塗城路５６７號一樓","歇業／撤銷"
"25242933","日華寵物用品店","臺中市豐原區翁明里圓環北路2段410號1樓","歇業／撤銷"
"25242949","日升寵物用品店","臺中市豐原區社皮里成功路299號1樓","核准設立"
"25243406","東京動物坊","臺中市太平區中山路4段67號1樓","核准設立"
"25244307","立裘寵物美容","臺中市大里區永隆里國光路二段353號","核准設立"
"25245328","陽光寵物工房","臺中市大里區中興路1段28號","核准設立"
"25247584","貴夫人名犬寵物坊","臺中市沙鹿區居仁里文昌街151巷35號1樓","核准設立"
"25294410","家琪寵物美容","臺中市大雅區六寶里中清路五段２３號１樓","核准設立"
"25356463","莎庫拉寵物美容坊","彰化縣彰化市華陽里南郭路1段220巷1之1號","歇業／撤銷"
"25361297","得利寵物店","彰化縣伸港鄉新港村光明路３９巷２號","核准設立"
"25362009","敗犬女王寵物美容生活館","彰化縣員林市中山里光復街9號1樓","歇業／撤銷"
"25362232","安可企業社","彰化縣彰化市三民路221號1樓","核准設立"
"25422668","玖雅寵物用品館","臺中市豐原區豐田里豐南街86號一樓","核准設立"
"25428564","傑斯犬莊","臺中市太平區豐年里大源15街49號一樓","歇業／撤銷"
"25430800","蘋果寵物美容坊","臺中市大雅區上雅里民生路一段362之2號一樓","核准設立"
"25431168","家好寵物美容生活館","臺中市沙鹿區居仁里中棲路315-8號","核准設立"
"25431738","小腳印寵物美容工作室","臺中市太平區宜欣里溪洲路92號","歇業／撤銷"
"25433519","噯麗寵物店","臺中市西區公正里東興路三段124號","核准設立"
"25466270","史迪奇寵物世界","南投縣竹山鎮中山里自強路35號1樓","核准設立"
"25467221","迪迪寵物","南投縣南投市福興里彰南路三段1168號1樓","核准設立"
"25496680","蕾蒂狗狗犬舍","雲林縣古坑鄉古坑村文淵路1號","歇業／撤銷"
"25520491","愛愛寵物店","臺北市萬華區康定路20號","核准設立"
"25557314","美利寵物小舖","臺北市大同區重慶北路3段317號","歇業／撤銷"
"25566165","茶杯貴賓屋","臺北市南港區興中路62巷7號","歇業／撤銷"
"25568184","王子與公主寵物美容精品店","臺北市大安區復興南路1段342號7樓","歇業／撤銷"
"25659184","金佰達實業社","臺北市士林區天母東路50巷8號1、2樓","歇業／撤銷"
"25712569","法拉利寵物館","高雄市鳳山區鎮南里南正二路１３５號１樓","核准設立"
"25719232","安安寵物澡堂","高雄市鳳山區鎮西里中山西路９４之２號","核准設立"
"25723783","卡斯伯寵物精品","高雄市鳳山區忠義里中山西路１４５號１樓","歇業／撤銷"
"25726249","微笑寵物生活館","高雄市鳳山區誠德街６６號","核准設立"
"25744387","可魯犬舍","嘉義縣民雄鄉東湖村東勢湖300號","歇業／撤銷"
"25745750","優質伊努犬舍","嘉義縣鹿草鄉西井村鹿草665-16號","核准設立"
"25770618","寵物盒子實業坊","澎湖縣馬公市光榮里文光路65號(1樓)","歇業／撤銷"
"25778772","藏兔閣寵物兔專賣店","臺南市東區自強里東成街185巷111號4樓之2","歇業／撤銷"
"25834486","河童寵物部屋","臺南市永康區埔園里自強路296號","核准設立"
"25853429","來來寵物工作室","臺東縣臺東市豐年里中興路三段二八０號一樓","核准設立"
"25856278","僑美寵物生活館","臺東縣臺東市光明里中興路二段三十三號","核准設立"
"25916521","狗老大寵物美容坊","高雄市三民區建工路894號1樓","核准設立"
"25933417","寵物哲學自助澡堂生活舘","高雄市前鎮區永豐路206號1樓","核准設立"
"25978976","茱莉寵物美容工作室","高雄市苓雅區林森二路92號","核准設立"
"25980826","泰迪寵物店","高雄市小港區樂利路45號","核准設立"
"25980950","妮可精品行","高雄市苓雅區福建街２５８號１樓","歇業／撤銷"
"25983540","嬌滴滴寵物園","高雄市前鎮區永豐路７８之１號１樓","核准設立"
"25994096","帝大美學寵物生活館","高雄市三民區大順２路９７５號２樓","核准設立"
"25996067","犬匠寵物手作屋","高雄市小港區孔鳳路372號","歇業／撤銷"
"25996242","銀豐寵物店","高雄市三民區大裕路206號1樓","核准設立"
"26035399","平福寵物美容屋","高雄市三民區正興路１０４號１樓","核准設立"
"26148078","千惠寵物店","新竹縣湖口鄉鳳凰村仁樂路153號","核准設立"
"26157907","六福鳥園","新竹市東區親仁里東大路一段217號","歇業／撤銷"
"26158048","成珍寵物","新竹市北區民富里經國路二段309號1樓","核准設立"
"26159172","威銘犬舍","新竹市北區新雅里成功路264號一樓","歇業／撤銷"
"26159813","佳佳寵物店","新竹市北區磐石里西大路659巷10號一樓","歇業／撤銷"
"26186446","拾捌克拉寵物精品美容館","新北市新店區永業路20號(1樓)","歇業／撤銷"
"26187162","歐哈娜寵物美容工作室","新北市蘆洲區光榮路33號","核准設立"
"26187917","芙蘿寵物","新北市三重區仁愛街43巷32號(1樓)","核准設立"
"26189675","摩莉寶寶寵物造型精品","新北市永和區永利路198號","核准設立"
"26195542","虎爺寵物精品館","新北市三峽區大同路1之2號(1樓)","歇業／撤銷"
"26195563","台灣寵物悠活館","新北市板橋區陽明街64號","核准設立"
"26195640","派菲特寵物美容剪藝坊","新北市新莊區裕民街100號","核准設立"
"26197561","冠蓉寵物用品店","新北市新店區北新路2段187之1號(1樓)","核准設立"
"26239817","吳星慧寵物生活館","臺北市中山區中山北路3段53之8號","核准設立"
"26266573","狗仔基地寵物生活館","臺北市內湖區成功路5段26號1樓","歇業／撤銷"
"26309019","松樺犬貓坊","臺北市大安區基隆路2段120號","核准設立"
"26347750","犬犾猋寵物世界","臺北市內湖區內湖路2段468號","歇業／撤銷"
"26356510","茉莉寵物沙龍坊","臺北市文山區景興路225號","歇業／撤銷"
"26423314","樂米寵物精剪工作坊","臺南市北區元寶里北園街8巷28號1樓","核准設立"
"26433164","鎂琪琳寵物生活館","臺南市永康區塩行里中正北路312之1號1樓","核准設立"
"26433349","嚕嚕麻寵物澡堂","臺南市永康區塩行里新行街113號1樓","核准設立"
"26441299","寵物情人生活館","臺南市仁德區仁義里中山路491號1樓","歇業／撤銷"
"26441679","寶咖咖寵物用品店","臺南市佳里區忠仁里中山路174號1樓","核准設立"
"26447744","狗漾寵物店","臺南市東區路東里大同路2段19巷4弄2號1樓","歇業／撤銷"
"26448130","狗寶寵物館","臺南市新營區民榮里太子路65號1樓","歇業／撤銷"
"26448722","吉旺犬舍","臺南市將軍區苓和里22號","核准設立"
"26448906","鼎瀚優犬園","臺南市學甲區宅港里德安寮36號","核准設立"
"26449709","愛寵物","臺南市安平區石門里安平路578號1樓","歇業／撤銷"
"26450640","佳園犬舍","臺南市佳里區安西里忠孝路286號","核准設立"
"26459157","唐老鴨犬舍","臺南市鹽水區舊營里舊營1之30號1樓","核准設立"
"26461359","巧富寵物犬館","臺南市新營區鐵線里鐵線橋139之10號1樓","核准設立"
"26490312","貴賓的家","嘉義縣中埔鄉和美村5鄰司公廍42之207號","核准設立"
"26492917","豆佶寵物工作坊","嘉義縣朴子市博厚里南通路3段889號","核准設立"
"26508559","愛上刺青狗寵物時尚館","新北市中和區中山路3段81號","歇業／撤銷"
"26513080","虹寶寵物店","新北市土城區青雲路279號","歇業／撤銷"
"26513764","展翊犬舍美容館","新北市三重區民生街61巷18弄10號","歇業／撤銷"
"26515067","南京犬舍","新北市板橋區中山路2段553巷20弄2號(1樓)","歇業／撤銷"
"26515469","一寶寵物美容生活館","新北市淡水區水源街1段47巷31號(1樓)","歇業／撤銷"
"26516452","花嘴狗寵物美容生活館","新北市林口區麗園一街6巷4號1樓之4","核准設立"
"26518352","福氣寵物店","新北市新莊區中平路334號(1樓)","核准設立"
"26518439","柚子狗工坊","新北市板橋區大觀路3段210號(1樓)","歇業／撤銷"
"26528507","微笑世界寵物舘","新北市新店區北新路2段171巷21號(1樓)","歇業／撤銷"
"26528529","成功寵物坊","新北市新莊區成功街54號","歇業／撤銷"
"26529371","皇家寵物家族坊","新北市鶯歌區中正二路155之4號(1樓)、155之5號(1樓)","歇業／撤銷"
"26534769","成功寵物坊","新北市新莊區成功街54號","歇業／撤銷"
"26535731","晨恩犬舍","新北市新莊區建興街77巷1號(1樓)","歇業／撤銷"
"26537273","狗寶貝寵物生活館","新北市五股區成泰路3段2巷7號8樓之6","申覆（辯）期"
"26541852","尚悠寵物坊","新北市永和區永貞路443號","核准設立"
"26543606","小太陽寵物美容美學館","新北市永和區國光路81號","廢止"
"26543839","滿貫寵物館","新北市永和區中正路627號(1樓)","歇業／撤銷"
"26543872","樂朵寵物館","新北市中和區景安路41號(1樓)","核准設立"
"26545668","張佩華犬業","新北市淡水區忠山里奎柔山路752巷12號","核准設立"
"26546575","寶妮寵物美容坊","新北市蘆洲區民義街22巷13號","歇業／撤銷"
"26546815","犬家福寵物精品生活館","新北市板橋區南雅南路2段18號","歇業／撤銷"
